city,Avg congestion,TT10,Speed burden,Monthly CV,PAI,Road density,Intersection density,High-capacity share,Vehicle proxy
George Town,1.655600296439218,1.3841498433904817,1.0869209500309742,1.151738510993749,0.6843611764911359,-0.600462126710051,-0.5447911505571029,-0.37241837203716704,-0.20293679728731825
Kota Bharu,0.6673737629057311,0.7110712174110372,0.7274667775797855,0.1968489659651734,0.3593863477859524,1.7283438484238052,1.9921070620928312,-0.6659747800239709,-0.640297533088569
Kuala Lumpur,0.16203064916701646,-0.33958810119102256,0.2631718048303342,-0.3780362894080902,1.511253874041892,1.1055765032955032,0.7023992051973993,2.096040228455643,2.2245415889434135
Seberang Perai,0.0497321794473021,-0.9929668649466784,-0.9499860271924268,0.5428519808277195,-1.6446274499934783,-0.3156611922987901,-0.3712838243425164,-0.41672877324272234,-0.20293679728731825
Johor Bahru,-0.2759333827398694,0.20544142033379592,0.20326277608846915,-1.7526938998500974,-0.21948548820538533,-0.38602145090420914,-0.45241700204771296,0.22946457767162595,-0.15242382851830735
Ipoh,-0.8486555783104128,0.507505974431888,0.4279216338704619,-0.6208217989779978,-0.5974027587525156,-0.7020496911010211,-0.5638667373763401,-0.8930655862024418,-0.5820776963340965
Kajang,-1.4101479269089847,-1.4756134894294997,-1.7587579152076003,0.8601125304495383,-0.09348570136760291,-0.8297258907052366,-0.7621475529665592,0.022682705379034475,-0.4438689364278042
